language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward7b/humaneval_cpp_to_go.jsonl,0.553659,0.009525,0.695122,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward7b/humaneval_cpp_to_java.jsonl,0.731707,0.007950,0.841463,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward7b/humaneval_cpp_to_js.jsonl,0.758537,0.007856,0.853659,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward7b/humaneval_cpp_to_python.jsonl,0.708537,0.007567,0.804878,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward7b/humaneval_cpp_to_rust.jsonl,0.347561,0.013219,0.689024,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward7b/humaneval_go_to_cpp.jsonl,0.701220,0.006098,0.835366,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward7b/humaneval_go_to_java.jsonl,0.753659,0.008752,0.841463,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward7b/humaneval_go_to_js.jsonl,0.784146,0.004954,0.871951,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward7b/humaneval_go_to_python.jsonl,0.800000,0.003555,0.865854,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward7b/humaneval_go_to_rust.jsonl,0.290244,0.015134,0.603659,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward7b/humaneval_java_to_cpp.jsonl,0.750000,0.007950,0.853659,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward7b/humaneval_java_to_go.jsonl,0.607317,0.021696,0.750000,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward7b/humaneval_java_to_js.jsonl,0.832927,0.007368,0.896341,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward7b/humaneval_java_to_python.jsonl,0.806098,0.008493,0.890244,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward7b/humaneval_java_to_rust.jsonl,0.295122,0.004954,0.615854,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward7b/humaneval_js_to_cpp.jsonl,0.745122,0.010455,0.853659,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward7b/humaneval_js_to_go.jsonl,0.682927,0.014300,0.835366,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward7b/humaneval_js_to_java.jsonl,0.806098,0.010093,0.908537,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward7b/humaneval_js_to_python.jsonl,0.823171,0.005454,0.896341,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward7b/humaneval_js_to_rust.jsonl,0.310976,0.029810,0.707317,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward7b/humaneval_python_to_cpp.jsonl,0.667073,0.010666,0.792683,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward7b/humaneval_python_to_go.jsonl,0.568293,0.008920,0.731707,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward7b/humaneval_python_to_java.jsonl,0.754878,0.003555,0.841463,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward7b/humaneval_python_to_js.jsonl,0.836585,0.006510,0.896341,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward7b/humaneval_python_to_rust.jsonl,0.301220,0.024663,0.621951,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward7b/humaneval_rust_to_cpp.jsonl,0.743902,0.005785,0.841463,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward7b/humaneval_rust_to_go.jsonl,0.551220,0.003109,0.707317,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward7b/humaneval_rust_to_java.jsonl,0.703659,0.009564,0.829268,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward7b/humaneval_rust_to_js.jsonl,0.695122,0.004312,0.798780,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward7b/humaneval_rust_to_python.jsonl,0.714634,0.005912,0.835366,0.000000,,,,
total,ALL,0.654187,0.002748,0.800203,0.000000,,,,
