language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_cpp_to_go.jsonl,0.284146,0.011824,0.390244,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_cpp_to_java.jsonl,0.393902,0.007856,0.536585,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_cpp_to_js.jsonl,0.471951,0.010666,0.597561,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_cpp_to_python.jsonl,0.452439,0.007809,0.548780,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_cpp_to_rust.jsonl,0.335366,0.005102,0.475610,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_go_to_cpp.jsonl,0.282927,0.006278,0.408537,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_go_to_java.jsonl,0.448780,0.008316,0.542683,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_go_to_js.jsonl,0.500000,0.007468,0.621951,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_go_to_python.jsonl,0.597561,0.001928,0.658537,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_go_to_rust.jsonl,0.381707,0.007368,0.500000,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_java_to_cpp.jsonl,0.247561,0.003109,0.378049,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_java_to_go.jsonl,0.335366,0.007215,0.432927,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_java_to_js.jsonl,0.470732,0.010455,0.573171,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_java_to_python.jsonl,0.634146,0.006952,0.725610,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_java_to_rust.jsonl,0.342683,0.034890,0.554878,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b_v2_100/humaneval_js_to_cpp.jsonl,0.328049,0.005245,0.475610,0.000000,,,,
