language,input_file,pass@1,pass@1_se,pass@5,pass@5_se,pass@10,pass@10_se,pass@100,pass@100_se
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_go.jsonl,0.254878,0.008920,0.396341,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_java.jsonl,0.385366,0.009126,0.567073,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_js.jsonl,0.423171,0.007111,0.579268,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_python.jsonl,0.459756,0.014117,0.573171,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_rust.jsonl,0.330488,0.005245,0.554878,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_cpp.jsonl,0.250000,0.009446,0.469512,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_java.jsonl,0.380488,0.009945,0.524390,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_js.jsonl,0.481707,0.007950,0.634146,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_python.jsonl,0.585366,0.009641,0.713415,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_rust.jsonl,0.381707,0.012732,0.579268,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_cpp.jsonl,0.229268,0.011009,0.420732,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_go.jsonl,0.326829,0.002439,0.475610,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_js.jsonl,0.448780,0.011009,0.603659,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_python.jsonl,0.595122,0.011342,0.750000,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_rust.jsonl,0.376829,0.014352,0.542683,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_cpp.jsonl,0.306098,0.006790,0.585366,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_go.jsonl,0.402439,0.006952,0.536585,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_java.jsonl,0.468293,0.009327,0.664634,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_python.jsonl,0.620732,0.012103,0.750000,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_rust.jsonl,0.335366,0.015783,0.573171,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_cpp.jsonl,0.247561,0.008089,0.469512,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_go.jsonl,0.336585,0.008709,0.481707,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_java.jsonl,0.443902,0.007317,0.597561,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_js.jsonl,0.497561,0.005974,0.652439,0.000000,,,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_rust.jsonl,0.369512,0.017095,0.573171,0.000000,,,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_cpp.jsonl,0.276829,0.010312,0.506098,0.000000,,,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_go.jsonl,0.356098,0.009564,0.463415,0.000000,,,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_java.jsonl,0.434146,0.009718,0.585366,0.000000,,,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_js.jsonl,0.400000,0.005974,0.567073,0.000000,,,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_python.jsonl,0.563415,0.009167,0.707317,0.000000,,,,
total,ALL,0.398943,0.002091,0.569919,0.000000,,,,
