language,input_file,pass@1,pass@10,pass@100
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation0911_base/humaneval_cpp_to_go.jsonl,0.432927,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation0911_base/humaneval_cpp_to_java.jsonl,0.524390,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation0911_base/humaneval_cpp_to_js.jsonl,0.554878,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation0911_base/humaneval_cpp_to_python.jsonl,0.500000,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation0911_base/humaneval_cpp_to_rust.jsonl,0.213415,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation0911_base/humaneval_go_to_cpp.jsonl,0.487805,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation0911_base/humaneval_go_to_java.jsonl,0.518293,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation0911_base/humaneval_go_to_js.jsonl,0.567073,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation0911_base/humaneval_go_to_python.jsonl,0.542683,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation0911_base/humaneval_go_to_rust.jsonl,0.262195,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation0911_base/humaneval_java_to_cpp.jsonl,0.500000,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation0911_base/humaneval_java_to_go.jsonl,0.445122,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation0911_base/humaneval_java_to_js.jsonl,0.628049,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation0911_base/humaneval_java_to_python.jsonl,0.530488,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation0911_base/humaneval_java_to_rust.jsonl,0.304878,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation0911_base/humaneval_js_to_cpp.jsonl,0.536585,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation0911_base/humaneval_js_to_go.jsonl,0.506098,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation0911_base/humaneval_js_to_java.jsonl,0.548780,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation0911_base/humaneval_js_to_python.jsonl,0.530488,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation0911_base/humaneval_js_to_rust.jsonl,0.286585,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation0911_base/humaneval_python_to_cpp.jsonl,0.512195,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation0911_base/humaneval_python_to_go.jsonl,0.506098,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation0911_base/humaneval_python_to_java.jsonl,0.640244,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation0911_base/humaneval_python_to_js.jsonl,0.695122,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation0911_base/humaneval_python_to_rust.jsonl,0.250000,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation0911_base/humaneval_rust_to_cpp.jsonl,0.536585,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation0911_base/humaneval_rust_to_go.jsonl,0.457317,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation0911_base/humaneval_rust_to_java.jsonl,0.536585,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation0911_base/humaneval_rust_to_js.jsonl,0.530488,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation0911_base/humaneval_rust_to_python.jsonl,0.609756,,
