language,input_file,pass@1,pass@10,pass@100
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reword7b/humaneval_cpp_to_go.jsonl,0.560976,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reword7b/humaneval_cpp_to_java.jsonl,0.750000,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reword7b/humaneval_cpp_to_js.jsonl,0.780488,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reword7b/humaneval_cpp_to_python.jsonl,0.713415,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reword7b/humaneval_cpp_to_rust.jsonl,0.353659,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reword7b/humaneval_go_to_cpp.jsonl,0.731707,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reword7b/humaneval_go_to_java.jsonl,0.731707,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reword7b/humaneval_go_to_js.jsonl,0.798780,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reword7b/humaneval_go_to_python.jsonl,0.810976,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reword7b/humaneval_go_to_rust.jsonl,0.365854,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reword7b/humaneval_java_to_cpp.jsonl,0.725610,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reword7b/humaneval_java_to_go.jsonl,0.609756,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reword7b/humaneval_java_to_js.jsonl,0.829268,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reword7b/humaneval_java_to_python.jsonl,0.786585,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reword7b/humaneval_java_to_rust.jsonl,0.323171,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reword7b/humaneval_js_to_cpp.jsonl,0.756098,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reword7b/humaneval_js_to_go.jsonl,0.658537,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reword7b/humaneval_js_to_java.jsonl,0.798780,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reword7b/humaneval_js_to_python.jsonl,0.859756,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reword7b/humaneval_js_to_rust.jsonl,0.414634,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reword7b/humaneval_python_to_cpp.jsonl,0.640244,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reword7b/humaneval_python_to_go.jsonl,0.609756,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reword7b/humaneval_python_to_java.jsonl,0.762195,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reword7b/humaneval_python_to_js.jsonl,0.847561,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reword7b/humaneval_python_to_rust.jsonl,0.347561,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reword7b/humaneval_rust_to_cpp.jsonl,0.731707,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reword7b/humaneval_rust_to_go.jsonl,0.548780,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reword7b/humaneval_rust_to_java.jsonl,0.689024,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reword7b/humaneval_rust_to_js.jsonl,0.725610,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reword7b/humaneval_rust_to_python.jsonl,0.725610,,
