language,input_file,pass@1,pass@10,pass@100
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_go.jsonl,0.250000,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_java.jsonl,0.457317,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_js.jsonl,0.493902,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_python.jsonl,0.451220,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward7b/humaneval_cpp_to_rust.jsonl,0.256098,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_cpp.jsonl,0.359756,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_java.jsonl,0.384146,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_js.jsonl,0.469512,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_python.jsonl,0.579268,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward7b/humaneval_go_to_rust.jsonl,0.317073,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_cpp.jsonl,0.335366,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_go.jsonl,0.335366,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_js.jsonl,0.548780,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_python.jsonl,0.597561,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward7b/humaneval_java_to_rust.jsonl,0.347561,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_cpp.jsonl,0.347561,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_go.jsonl,0.384146,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_java.jsonl,0.554878,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_python.jsonl,0.640244,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward7b/humaneval_js_to_rust.jsonl,0.298780,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_cpp.jsonl,0.329268,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_go.jsonl,0.396341,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_java.jsonl,0.457317,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_js.jsonl,0.536585,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward7b/humaneval_python_to_rust.jsonl,0.365854,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_cpp.jsonl,0.304878,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_go.jsonl,0.384146,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_java.jsonl,0.445122,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_js.jsonl,0.359756,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward7b/humaneval_rust_to_python.jsonl,0.628049,,
