language,input_file,pass@1,pass@10,pass@100
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_go.jsonl,0.286585,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_java.jsonl,0.445122,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_js.jsonl,0.457317,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_python.jsonl,0.512195,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen2.5_grpo_reward30b/humaneval_cpp_to_rust.jsonl,0.286585,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_cpp.jsonl,0.329268,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_java.jsonl,0.469512,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_js.jsonl,0.567073,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_python.jsonl,0.634146,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen2.5_grpo_reward30b/humaneval_go_to_rust.jsonl,0.323171,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_cpp.jsonl,0.353659,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_go.jsonl,0.317073,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_js.jsonl,0.554878,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_python.jsonl,0.646341,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen2.5_grpo_reward30b/humaneval_java_to_rust.jsonl,0.378049,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_cpp.jsonl,0.420732,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_go.jsonl,0.402439,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_java.jsonl,0.542683,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_python.jsonl,0.676829,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen2.5_grpo_reward30b/humaneval_js_to_rust.jsonl,0.323171,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_cpp.jsonl,0.286585,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_go.jsonl,0.371951,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_java.jsonl,0.500000,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_js.jsonl,0.524390,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen2.5_grpo_reward30b/humaneval_python_to_rust.jsonl,0.341463,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_cpp.jsonl,0.371951,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_go.jsonl,0.371951,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_java.jsonl,0.469512,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_js.jsonl,0.414634,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen2.5_grpo_reward30b/humaneval_rust_to_python.jsonl,0.530488,,
