language,input_file,pass@1,pass@10,pass@100
go,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b/humaneval_cpp_to_go.jsonl,0.579268,,
java,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b/humaneval_cpp_to_java.jsonl,0.878049,,
js,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b/humaneval_cpp_to_js.jsonl,0.780488,,
python,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b/humaneval_cpp_to_python.jsonl,0.768293,,
rust,/workspace/codegeex/benchmark/humaneval-x/cpp/evaluation_qwen3.5_grpo_reward80b/humaneval_cpp_to_rust.jsonl,0.396341,,
cpp,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b/humaneval_go_to_cpp.jsonl,0.707317,,
java,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b/humaneval_go_to_java.jsonl,0.780488,,
js,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b/humaneval_go_to_js.jsonl,0.859756,,
python,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b/humaneval_go_to_python.jsonl,0.878049,,
rust,/workspace/codegeex/benchmark/humaneval-x/go/evaluation_qwen3.5_grpo_reward80b/humaneval_go_to_rust.jsonl,0.353659,,
cpp,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b/humaneval_java_to_cpp.jsonl,0.768293,,
go,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b/humaneval_java_to_go.jsonl,0.585366,,
js,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b/humaneval_java_to_js.jsonl,0.859756,,
python,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b/humaneval_java_to_python.jsonl,0.853659,,
rust,/workspace/codegeex/benchmark/humaneval-x/java/evaluation_qwen3.5_grpo_reward80b/humaneval_java_to_rust.jsonl,0.371951,,
cpp,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b/humaneval_js_to_cpp.jsonl,0.737805,,
go,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b/humaneval_js_to_go.jsonl,0.628049,,
java,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b/humaneval_js_to_java.jsonl,0.817073,,
python,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b/humaneval_js_to_python.jsonl,0.884146,,
rust,/workspace/codegeex/benchmark/humaneval-x/js/evaluation_qwen3.5_grpo_reward80b/humaneval_js_to_rust.jsonl,0.390244,,
cpp,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b/humaneval_python_to_cpp.jsonl,0.646341,,
go,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b/humaneval_python_to_go.jsonl,0.506098,,
java,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b/humaneval_python_to_java.jsonl,0.743902,,
js,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b/humaneval_python_to_js.jsonl,0.750000,,
rust,/workspace/codegeex/benchmark/humaneval-x/python/evaluation_qwen3.5_grpo_reward80b/humaneval_python_to_rust.jsonl,0.384146,,
cpp,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b/humaneval_rust_to_cpp.jsonl,0.786585,,
go,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b/humaneval_rust_to_go.jsonl,0.542683,,
java,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b/humaneval_rust_to_java.jsonl,0.817073,,
js,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b/humaneval_rust_to_js.jsonl,0.707317,,
python,/workspace/codegeex/benchmark/humaneval-x/rust/evaluation_qwen3.5_grpo_reward80b/humaneval_rust_to_python.jsonl,0.798780,,
